Epoch,Train_Loss,Val_Loss,IoU,Dice,Pixel_Accuracy,Precision,Recall,Specificity,FPR,FNR
35,0.9134716417842016,0.9236662192778153,0.9792283751747825,0.9894963264465332,0.9994136983698064,0.9880496610294689,0.9909608450802889,0.9996518980373036,0.0003480977966153825,0.00903915460644798
36,0.9142862664673753,0.9317655411633579,0.9092374779961326,0.9523893843997608,0.9971536527980458,0.9094168294559826,0.9997840837998824,0.9970713474533774,0.0029286579017273402,0.00021590931362218478
37,0.9146289618794091,0.9236702301285483,0.9774875998497009,0.9886072906580838,0.9993484692140059,0.9846203608946367,0.9926418889652598,0.9995407115329396,0.00045929205053570597,0.007358112482523376
38,0.913525299820489,0.9235479539090937,0.9788778435100208,0.9893185030330311,0.9994021079756997,0.9897485212846235,0.9889008868824352,0.9996969342231751,0.0003030652201480486,0.011099111881445755
39,0.9132710793214236,0.9233721841465343,0.9792501091957092,0.989507870240645,0.9994104428724809,0.9889671152288263,0.9900645526972685,0.9996699604121122,0.00033004666699773885,0.009935445135289973
40,0.9131526986439386,0.923393288525668,0.9775898359038613,0.9886597243222324,0.9993611617521806,0.9857770963148638,0.9915724266659129,0.9995827306400645,0.0004172660913106731,0.008427577211775563
41,0.9130063631491575,0.9233457673679698,0.9747797467491843,0.9872148459607905,0.9992738290266557,0.9782456679777666,0.9963727398352189,0.9993525331670587,0.0006474649173800241,0.0036272673613645815
42,0.9129938574018841,0.9232157598842274,0.9785354874350808,0.9891385858709162,0.9993883284655485,0.985288271037015,0.9930357521230524,0.9995689565485174,0.00043104153803803704,0.0069642501290548935
43,0.9130273614235536,0.9233431891961531,0.9738534179600802,0.9867450898343867,0.9992394046349959,0.9771731994368813,0.9965182629498568,0.9993136535991322,0.0006863481978970495,0.003481746426868168
44,0.9130206913174035,0.9234127261421897,0.9724094087427313,0.9860014579512856,0.9991872191429139,0.9744323221119967,0.9978658903728832,0.9992210756648671,0.0007789252780970524,0.002134109396402809
45,0.9128982001889445,0.9230748501690951,0.9789061936465177,0.9893307859247381,0.9993963003158569,0.9841879086060957,0.9945449070496992,0.9995326627384532,0.00046733770551244644,0.005455096345394849
46,0.9128144618743407,0.9230880238793113,0.9767163450067694,0.9882121974771673,0.9993278221650557,0.9815611557527022,0.9949688467112454,0.9994461698965593,0.0005538278227587315,0.005031162297183817
47,0.9126076397293794,0.9229608785022388,0.9788693016225641,0.9893135233358903,0.9993952198462053,0.9843182054432955,0.9943745591423728,0.9995368014682423,0.00046320551032708447,0.005625440510497852
48,0.912684093735261,0.9230937578461387,0.9783166711980646,0.9890288959849964,0.9993818044662476,0.9841176173903725,0.9940017721869728,0.9995285066691312,0.0004714991045396098,0.0059982250952585175
49,0.91257109169014,0.9229167613116178,0.9792620431293141,0.9895142425190319,0.9994129657745361,0.9865528789433566,0.9925070361657576,0.9996055830608714,0.00039442143275995146,0.007492962064729496
50,0.9125615873174342,0.9229375817558982,0.978274382244457,0.9890091256661848,0.9993760173971002,0.9831416498530995,0.994961929321289,0.9995005163279447,0.0004994817242153327,0.005038068172606555
