id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
63,33717,225.0,443.0,355.0,101.0,562.5,468.75,0.9599930047988892,0.9699882864952087,0.0,0.0,4000.0,6000.0
64,6606118,10.0,0.0,3139.0,3457.0,3062.5,281.25,0.9544128179550171,0.9716619253158569,0.0,0.0,4000.0,6000.0
65,5620,2438.0,5845.0,85.0,80.0,2437.5,5906.25,0.945087730884552,0.9615653157234192,0.0,0.0,4000.0,6000.0
66,16218,51.0,5092.0,192.0,237.0,62.5,5156.25,0.9432791471481323,0.9649303555488586,0.0,0.0,4000.0,6000.0
67,15331,576.0,5111.0,153.0,235.0,687.5,5156.25,0.9393567442893982,0.967402458190918,0.0,0.0,4000.0,6000.0
68,13723,889.0,5120.0,143.0,237.0,937.5,5156.25,0.9382392168045044,0.9599171280860901,0.0,0.0,4000.0,6000.0
69,13798,1198.0,5131.0,147.0,236.0,1312.5,5343.75,0.9279040694236755,0.9595794677734375,0.0,0.0,4000.0,6000.0
70,11415,263.0,5082.0,103.0,249.0,312.5,5156.25,0.9232254028320312,0.9647656679153442,0.0,0.0,4000.0,6000.0
71,12264,398.0,5105.0,144.0,232.0,437.5,5156.25,0.9214199185371399,0.9657852649688721,0.0,0.0,4000.0,6000.0
72,2054818,0.0,5422.0,3999.0,577.0,2562.5,5531.25,0.9181536436080933,0.9527024626731873,0.0,0.0,4000.0,6000.0
73,133894,2037.0,1011.0,371.0,375.0,2312.5,1031.25,0.8914711475372314,0.9762064814567566,0.0,0.0,4000.0,6000.0
74,2450,3898.0,5829.0,32.0,94.0,3937.5,5906.25,0.8624309301376343,0.9549980163574219,0.0,0.0,4000.0,6000.0
