id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
41,114543,1880.0,901.0,343.0,737.0,2187.5,1593.75,0.9663926362991333,0.9750683903694153,0.0,0.0,4000.0,6000.0
42,151335,1866.0,3093.0,1043.0,1232.0,2687.5,3093.75,0.9662509560585022,0.9856187701225281,0.0,0.0,4000.0,6000.0
43,115770,1444.0,1299.0,342.0,408.0,1687.5,1406.25,0.965486466884613,0.962495744228363,0.0,0.0,4000.0,6000.0
44,26407,203.0,824.0,325.0,89.0,437.5,843.75,0.9654428958892822,0.9744346737861633,0.0,0.0,4000.0,6000.0
45,27718,1035.0,806.0,333.0,94.0,1062.5,843.75,0.9653248190879822,0.9658498764038086,0.0,0.0,4000.0,6000.0
46,27452,1894.0,390.0,335.0,90.0,2187.5,468.75,0.9650409817695618,0.9621785879135132,0.0,0.0,4000.0,6000.0
47,27585,1460.0,803.0,334.0,88.0,1562.5,843.75,0.9639540910720825,0.974927544593811,0.0,0.0,4000.0,6000.0
48,27674,1889.0,799.0,338.0,87.0,2187.5,843.75,0.9628252387046814,0.9742802977561951,0.0,0.0,4000.0,6000.0
49,27340,1468.0,395.0,336.0,86.0,1562.5,468.75,0.9616357088088989,0.9612458944320679,0.0,0.0,4000.0,6000.0
50,5507938,8.0,0.0,2873.0,5144.0,2812.5,281.25,0.96072918176651,0.9580327272415161,0.0,0.0,4000.0,6000.0
51,27897,2319.0,800.0,339.0,84.0,2562.5,843.75,0.9600685834884644,0.9786773324012756,0.0,0.0,4000.0,6000.0
52,26783,1048.0,400.0,330.0,92.0,1312.5,468.75,0.9590989947319031,0.9641848802566528,0.0,0.0,4000.0,6000.0
53,27898,216.0,415.0,326.0,92.0,437.5,468.75,0.9584321975708008,0.9672085046768188,0.0,0.0,4000.0,6000.0
54,113196,1013.0,970.0,343.0,676.0,1187.5,1593.75,0.9533765912055969,0.9769474864006042,0.0,0.0,4000.0,6000.0
55,19853,101.0,4968.0,214.0,261.0,187.5,5156.25,0.9517315030097961,0.968912661075592,0.0,0.0,4000.0,6000.0
56,114132,1444.0,499.0,344.0,1143.0,1687.5,1593.75,0.9498302340507507,0.9699406623840332,0.0,0.0,4000.0,6000.0
57,19090,1119.0,4985.0,166.0,262.0,1187.5,5156.25,0.9462215304374695,0.9648176431655884,0.0,0.0,4000.0,6000.0
58,27550,2319.0,389.0,338.0,88.0,2437.5,468.75,0.945927083492279,0.9561624526977539,0.0,0.0,4000.0,6000.0
59,15891,477.0,4974.0,150.0,262.0,562.5,5156.25,0.9457972645759583,0.9634824395179749,0.0,0.0,4000.0,6000.0
60,29479,1881.0,1212.0,344.0,88.0,2187.5,1218.75,0.945578396320343,0.9635121822357178,0.0,0.0,4000.0,6000.0
61,7844,3674.0,5788.0,79.0,111.0,3687.5,5906.25,0.9423742890357971,0.9767676591873169,0.0,0.0,4000.0,6000.0
62,29987,2316.0,1210.0,344.0,91.0,2437.5,1218.75,0.9295814633369446,0.9646214842796326,0.0,0.0,4000.0,6000.0
63,3150,660.0,5119.0,95.0,37.0,687.5,5156.25,0.9254992008209229,0.964934229850769,0.0,0.0,4000.0,6000.0
64,3119,984.0,5127.0,100.0,34.0,1062.5,5156.25,0.919489324092865,0.9550314545631409,0.0,0.0,4000.0,6000.0
65,13654,179.0,4950.0,439.0,280.0,437.5,4968.75,0.9179055094718933,0.9504061341285706,0.0,0.0,4000.0,6000.0
66,6044,3650.0,5531.0,71.0,107.0,3687.5,5531.25,0.9063203930854797,0.9655284285545349,0.0,0.0,4000.0,6000.0
67,5937,3022.0,5531.0,65.0,111.0,3062.5,5531.25,0.9062632322311401,0.9532076716423035,0.0,0.0,4000.0,6000.0
68,6772,3878.0,5789.0,69.0,113.0,3937.5,5906.25,0.8877090215682983,0.9667875170707703,0.0,0.0,4000.0,6000.0
69,106862,606.0,503.0,340.0,798.0,937.5,1218.75,0.8831498622894287,0.96430504322052,0.0,0.0,4000.0,6000.0
70,30012,1450.0,1212.0,339.0,93.0,1687.5,1218.75,0.8743305802345276,0.9596550464630127,0.0,0.0,4000.0,6000.0
71,5941,1135.0,5512.0,68.0,107.0,1187.5,5531.25,0.8509474992752075,0.9501644968986511,0.0,0.0,4000.0,6000.0
