id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,14025973,0.0,0.0,3999.0,5397.0,1437.5,1968.75,0.9909183979034424,0.9846545457839966,0.0,0.0,4000.0,6000.0
1,140036,1834.0,3908.0,381.0,476.0,2062.5,4031.25,0.9904091358184814,0.9892341494560242,0.0,0.0,4000.0,6000.0
2,150441,2465.0,3095.0,444.0,466.0,2562.5,3281.25,0.9903014898300171,0.9891238212585449,0.0,0.0,4000.0,6000.0
3,144625,818.0,3558.0,447.0,453.0,1187.5,3843.75,0.9894324541091919,0.9883285164833069,0.0,0.0,4000.0,6000.0
4,274803,3430.0,4757.0,569.0,598.0,3687.5,4968.75,0.9886970520019531,0.9854016304016113,0.0,0.0,4000.0,6000.0
5,116177,1393.0,2557.0,432.0,366.0,1437.5,2718.75,0.9886282086372375,0.9880712032318115,0.0,0.0,4000.0,6000.0
6,2410315,30.0,4854.0,3969.0,1145.0,1812.5,5906.25,0.9877665042877197,0.9771913290023804,0.0,0.0,4000.0,6000.0
7,5512499,0.0,0.0,2881.0,1942.0,62.5,1781.25,0.9864438772201538,0.9889214634895325,0.0,0.0,4000.0,6000.0
8,818574,44.0,4836.0,1635.0,896.0,62.5,5156.25,0.9857121109962463,0.982742965221405,0.0,0.0,4000.0,6000.0
9,106495,1051.0,79.0,333.0,403.0,1312.5,281.25,0.9852014183998108,0.9794683456420898,0.0,0.0,4000.0,6000.0
10,108122,1895.0,68.0,336.0,395.0,2187.5,281.25,0.984443187713623,0.9743564128875732,0.0,0.0,4000.0,6000.0
11,105774,632.0,83.0,333.0,399.0,687.5,281.25,0.984319269657135,0.9795389771461487,0.0,0.0,4000.0,6000.0
12,814070,48.0,4840.0,1632.0,541.0,1312.5,5156.25,0.9835830330848694,0.976976752281189,0.0,0.0,4000.0,6000.0
13,109943,2321.0,65.0,338.0,332.0,2562.5,281.25,0.9835566282272339,0.9791327118873596,0.0,0.0,4000.0,6000.0
14,112693,2318.0,808.0,341.0,412.0,2562.5,1031.25,0.9833163619041443,0.9813005924224854,0.0,0.0,4000.0,6000.0
15,103955,622.0,492.0,333.0,328.0,687.5,656.25,0.981769323348999,0.9821297526359558,0.0,0.0,4000.0,6000.0
16,107510,1050.0,79.0,334.0,707.0,1312.5,93.75,0.9816982746124268,0.9693651795387268,0.0,0.0,4000.0,6000.0
17,106114,1472.0,75.0,334.0,325.0,1562.5,281.25,0.9815505743026733,0.9830174446105957,0.0,0.0,4000.0,6000.0
18,110267,1895.0,68.0,336.0,718.0,2187.5,93.75,0.9812073111534119,0.9588380455970764,0.0,0.0,4000.0,6000.0
19,105528,606.0,901.0,335.0,330.0,687.5,1031.25,0.981145441532135,0.9783114194869995,0.0,0.0,4000.0,6000.0
20,108621,1891.0,474.0,337.0,327.0,2187.5,656.25,0.9811043739318848,0.9835420846939087,0.0,0.0,4000.0,6000.0
21,111548,1884.0,807.0,342.0,411.0,2187.5,1031.25,0.9808521866798401,0.9803961515426636,0.0,0.0,4000.0,6000.0
22,103836,205.0,500.0,333.0,328.0,437.5,656.25,0.9807807803153992,0.980215311050415,0.0,0.0,4000.0,6000.0
23,105965,220.0,88.0,328.0,331.0,437.5,281.25,0.980757474899292,0.9854604005813599,0.0,0.0,4000.0,6000.0
24,107643,1027.0,895.0,340.0,327.0,1312.5,1031.25,0.9807248115539551,0.9838381409645081,0.0,0.0,4000.0,6000.0
25,106432,1472.0,74.0,334.0,712.0,1562.5,93.75,0.9804361462593079,0.9798418879508972,0.0,0.0,4000.0,6000.0
26,104202,193.0,911.0,333.0,327.0,437.5,1031.25,0.9798729419708252,0.9806879162788391,0.0,0.0,4000.0,6000.0
27,111111,591.0,1309.0,339.0,416.0,812.5,1406.25,0.9793938398361206,0.9696223735809326,0.0,0.0,4000.0,6000.0
28,114780,1013.0,1303.0,343.0,409.0,1312.5,1406.25,0.9787765145301819,0.969041645526886,0.0,0.0,4000.0,6000.0
29,105527,1038.0,484.0,337.0,693.0,1312.5,656.25,0.9786965847015381,0.9791434407234192,0.0,0.0,4000.0,6000.0
30,109099,176.0,1250.0,335.0,478.0,437.5,1406.25,0.9784898161888123,0.9635646343231201,0.0,0.0,4000.0,6000.0
31,109148,2320.0,473.0,338.0,327.0,2562.5,656.25,0.9784662127494812,0.980690062046051,0.0,0.0,4000.0,6000.0
32,144636,817.0,3559.0,1380.0,557.0,812.5,3656.25,0.977592408657074,0.9859051704406738,0.0,0.0,4000.0,6000.0
33,106104,220.0,88.0,328.0,723.0,437.5,93.75,0.9769606590270996,0.9833270907402039,0.0,0.0,4000.0,6000.0
34,109519,1454.0,889.0,339.0,331.0,1562.5,1031.25,0.9765863418579102,0.9825941324234009,0.0,0.0,4000.0,6000.0
35,5490433,8.0,0.0,2873.0,2871.0,2812.5,93.75,0.9761088490486145,0.9727210402488708,0.0,0.0,4000.0,6000.0
36,115541,2317.0,1301.0,345.0,398.0,2562.5,1406.25,0.9758826494216919,0.9756070375442505,0.0,0.0,4000.0,6000.0
37,116180,1879.0,1298.0,344.0,411.0,2187.5,1406.25,0.9749506711959839,0.9669862985610962,0.0,0.0,4000.0,6000.0
38,107265,1462.0,478.0,338.0,328.0,1687.5,656.25,0.9743847846984863,0.9779452681541443,0.0,0.0,4000.0,6000.0
39,27040,616.0,815.0,331.0,89.0,937.5,843.75,0.9679023027420044,0.9705581665039062,0.0,0.0,4000.0,6000.0
40,26789,630.0,407.0,328.0,89.0,937.5,468.75,0.9672353863716125,0.9602093696594238,0.0,0.0,4000.0,6000.0
